"","DATA_RESPOSTA","EMAIL","VINCULO","CAMPUS","TIPO_DOMICILIO","IDADE_0_9","IDADE_10_39","IDADE_40_59","IDADE_MAIS_59","DOENCA_CRONICA","QUARTOS_DOMICILIO","ESTUDANTES","PROFESSORES","SERVICOS_ESSENCIAIS","INFORMAIS_AUTONOMOS"
"227","26/03/2020 13:28:33","51af754415b9447704cdea2a568e8e32","Professor","Januária","Casa",2,1,1,0,1,3,4,1,0,0
"229","26/03/2020 13:29:49","6938c375c51d7a0fad07469c2fcc8097","Aluno","Januária","Apartamento",0,2,0,0,0,1,2,0,0,0
"230","26/03/2020 13:30:00","025b8f7829221d7b2acb26f8cf16131a","Aluno","Januária","Casa",1,3,1,1,0,4,1,0,2,0
"231","26/03/2020 13:35:27","9457ebc652c1c9c5d8525cf7c5ca774c","Professor","Januária","Casa",2,2,0,0,0,2,1,1,0,0
"232","26/03/2020 13:35:53","c1fc85bd7f7f4909fc88a4e7a528d2a1","Aluno","Januária","Casa",0,3,2,0,0,2,3,1,1,0
"233","26/03/2020 13:36:10","2cd6c257e13377d6b02662527d08bb45","Aluno","Januária","Casa",0,1,0,1,1,2,1,0,0,0
"235","26/03/2020 13:37:03","b8da40bc351fe769217ecbfdc7078c08","Aluno","Januária","Casa",0,2,2,0,0,3,2,0,1,1
"236","26/03/2020 13:37:48","24b169aa3758b8a60ab7b60732781bc2","Aluno","Januária","Apartamento",0,6,0,0,0,2,6,0,0,0
"237","26/03/2020 13:42:54","63b7308b24b97716d128c3ca8b13af11","Aluno","Januária","Casa",0,1,1,0,0,3,2,0,0,0
"238","26/03/2020 13:41:38","33e3b747dd48311365ae287d8a864b43","Aluno","Teófilo Otoni","Apartamento",0,1,0,0,0,2,1,0,0,0
"240","26/03/2020 13:45:22","4770ffa9353fc35fbea0d90f9b8b1e3b","Aluno","Januária","Casa",0,0,0,84,4,3,1,0,0,0
"243","26/03/2020 13:59:33","f7ba26a0e2ca3465179ba8ecd10d15ad","Aluno","Januária","Alojamento",0,4,0,0,2,4,3,0,0,2
"244","26/03/2020 14:00:48","2d3c11a8324610a96cee257f6c97f59c","Aluno","Januária","Casa",0,4,1,1,1,2,2,0,0,1
"245","26/03/2020 14:01:43","a544b654d73f3e5f89c62a8a106d7284","Aluno","Januária","Casa",0,0,0,0,0,1,1,0,0,0
"246","26/03/2020 14:01:53","1dadbf7417776c23af0f137175dac424","Aluno","Januária","Casa",1,2,0,0,0,3,2,0,0,1
"247","26/03/2020 14:02:39","763f674cb08aa65b069255c7ea97f3fa","Aluno","Januária","Casa",0,2,2,0,0,3,1,0,0,0
"248","26/03/2020 14:02:50","8ee23f2abea1418b403a9f14fb5263b1","Aluno","Januária","Casa",0,0,1,1,0,2,1,0,0,0
"249","26/03/2020 14:08:03","e9c148c5dbc63d0f0c07511b734a2fb4","Aluno","Januária","Casa",1,0,2,0,2,3,1,1,0,0
"250","26/03/2020 14:08:43","5d97e24ed61756464b0eded900df9db2","Professor","Januária","Casa",2,1,1,0,0,3,2,1,0,0
"251","26/03/2020 14:10:42","d11012c33dda10b93ee709b53b61e543","Aluno","Januária","Casa",7,4,1,2,2,3,3,0,0,3
"252","26/03/2020 14:14:37","599d841212c622340b4f065d1b8a7085","Aluno","Januária","República",0,6,0,0,0,3,5,0,1,0
"253","26/03/2020 14:15:01","27d9ff0cf8264807f63cb8485a0c18f9","Aluno","Januária","Casa",0,4,1,0,0,3,3,0,0,2
"255","26/03/2020 14:17:03","140716c19b38e5afbe284ca1e10deee5","Aluno","Januária","República",0,0,12,0,0,6,111,1,0,0
"256","26/03/2020 14:17:17","d473ca876cd3e50f2804e90a75a69891","Aluno","Januária","Casa",0,2,2,0,0,3,2,0,1,0
"257","26/03/2020 14:19:58","8deec69a4b62cded2b234f03cc6c4edc","Aluno","Januária","Sítio",0,1,1,1,1,3,1,0,0,2
"258","26/03/2020 14:20:06","2e5391410576a81642acb6f28ea3ba52","Aluno","Januária","Casa",0,0,0,0,0,1,1,0,0,0
"260","26/03/2020 14:24:55","015b4adba8d35df8dd3dafb4e2df163c","Aluno","Januária","Casa",0,3,0,1,2,3,1,0,0,0
"261","26/03/2020 14:25:07","5ce872247cd0f92d015830c80fe89b93","Aluno","Januária","Casa",0,1,2,0,0,1,2,0,0,1
"263","26/03/2020 14:26:16","6b544c464d2e7fe6568e9e8f6bd5fac4","Aluno","Januária","República",0,6,0,0,0,5,6,0,0,0
"264","26/03/2020 14:27:07","01c29d8c51cf5028787cdde7d5b7e132","Aluno","Januária","República",0,2,0,0,0,1,2,0,0,0
"269","26/03/2020 14:38:59","11879506767843cdf894ac1a59c93978","Aluno","Januária","Apartamento",0,1,0,0,0,1,1,0,0,0
"270","26/03/2020 14:43:10","d1531d0232553c2ae85dd2afef235d3f","Aluno","Januária","Casa",0,3,1,1,3,3,2,0,1,2
"271","26/03/2020 14:45:35","1cc36c8b2bf06e45ff1dacc01f39dbe2","Aluno","Januária","Casa",1,3,2,0,1,3,2,1,0,0
"272","26/03/2020 14:46:30","eb6af8d70c108c3d50c78a7f319ca3fc","Aluno","Januária","República",4,4,0,0,0,4,4,0,1,2
"273","26/03/2020 14:47:03","fa2b2678d3e415fa45e7c0bd615646d2","Aluno","Almenara","Casa",2,2,1,0,1,2,1,0,2,0
"275","26/03/2020 14:49:29","8c9fd9557765ffd6807302d0b4f1b1c2","Aluno","Januária","Casa",3,2,0,0,0,2,2,0,1,0
"276","26/03/2020 14:50:41","31204e09bc7c1075aa311da68446acb8","Aluno","Januária","Casa",0,2,1,0,2,3,1,0,0,1
"277","26/03/2020 14:51:14","762d0e76a29d455bb1990b2267986355","Aluno","Januária","República",0,6,0,0,0,5,6,0,0,2
"278","26/03/2020 14:53:28","3178896b2c3f44b5f6711ef00c210f74","Aluno","Januária","Casa",0,2,0,0,0,3,3,0,0,0
"279","26/03/2020 14:53:42","1bae5fbdada1fd149781d1d8809315f3","Aluno","Januária","Casa",0,2,2,0,0,4,2,0,2,0
"280","26/03/2020 14:54:34","357d801af2322d15a802eca7a40e2445","Aluno","Janaúba","Casa",0,7,1,1,4,3,3,0,3,3
"282","26/03/2020 14:59:05","70cf9f8506ea1ff8b033f2e25ea4eeac","Aluno","Teófilo Otoni","Apartamento",1,3,0,0,1,2,3,1,0,1
"283","26/03/2020 15:01:22","77e4bda2647f25edaf7d24515fd99ffe","Aluno","Teófilo Otoni","Apartamento",1,3,0,0,1,2,3,1,0,1
"284","26/03/2020 15:02:39","e242ed624acaeaecdadaea49b28b6eb1","Aluno","Januária","Casa",0,4,0,1,1,3,1,0,2,0
"285","26/03/2020 15:02:54","e242ed624acaeaecdadaea49b28b6eb1","Aluno","Januária","Casa",0,4,0,1,1,3,1,0,2,0
"286","26/03/2020 15:03:09","e242ed624acaeaecdadaea49b28b6eb1","Aluno","Januária","Casa",0,4,0,1,1,3,1,0,2,0
"287","26/03/2020 15:03:28","e242ed624acaeaecdadaea49b28b6eb1","Aluno","Januária","Casa",0,4,0,1,1,3,1,0,2,0
"289","26/03/2020 15:06:35","464d2c848395cdf584e7ebdad394d792","Aluno","Januária","Apartamento",0,1,0,0,0,2,1,0,0,0
"290","26/03/2020 15:08:05","0172af82ca93072a6048f4b6438dc2e8","Aluno","Pirapora","Apartamento",0,1,0,0,0,1,1,0,0,1
"291","26/03/2020 15:09:54","5a6beef4fe2b72f1a72968c81e265139","Aluno","Januária","Casa",0,1,2,0,0,3,1,0,1,2
"292","26/03/2020 15:09:57","58d144c4877f9706543c54da93ff7d23","Aluno","Januária","República",0,2,0,0,0,1,2,0,0,0
"293","26/03/2020 15:11:22","ca5e360d0ea42cee801fe88058ee83a7","Aluno","Januária","República",0,6,0,0,1,5,6,0,0,1
"294","26/03/2020 15:11:34","bc548f6572852e923187710a2683ee88","Aluno","Januária","República",0,2,0,0,0,3,3,0,0,0
"295","26/03/2020 15:14:28","6abf26e4c26d51e3c9f6d6a3b9b539b9","Aluno","Januária","Casa",2,0,0,0,0,2,2,0,0,0
"296","26/03/2020 15:16:42","a996640acbeefb0fb83de2797d500563","Aluno","Januária","Casa",0,5,2,0,0,4,5,0,0,1
"297","26/03/2020 15:17:59","f42cf51eae3c323f49ab9c386e509c64","Aluno","Januária","República",0,4,0,0,2,2,4,0,0,2
"298","26/03/2020 15:19:02","232ff02d87294b971ff6be83095af987","Aluno","Januária","Casa",1,1,1,0,1,2,1,0,0,0
"299","26/03/2020 15:18:40","a602a9ee55d217a30ad222487f62d42c","Aluno","Januária","Casa",0,1,0,1,1,3,1,0,0,0
"300","26/03/2020 15:21:05","4bda20abc5f75f885eb1e19551568984","Aluno","Januária","Apartamento",0,0,0,0,0,1,1,0,0,0
"301","26/03/2020 15:21:20","86a675183509bab264ef65462c090809","Aluno","Teófilo Otoni","Apartamento",0,4,1,1,3,3,2,1,0,1
"302","26/03/2020 15:22:59","74bad969f27d9375cd30a947dab04c6c","Aluno","Teófilo Otoni","Apartamento",0,2,2,0,2,3,2,1,0,0
"303","26/03/2020 15:23:09","8fb28560b2c80eeb8fee79623b326bca","Aluno","Januária","Casa",1,1,2,0,1,4,2,0,0,1
"304","26/03/2020 15:27:47","d8ad9309f5feafbf4b02ee807f7979c7","Aluno","Januária","Casa",0,3,1,0,2,3,2,0,2,1
"305","26/03/2020 15:28:01","d227233b26f0480832099afc4a754843","Aluno","Teófilo Otoni","Apartamento",0,2,1,0,1,3,2,0,0,0
"306","26/03/2020 15:29:03","b2833048638602a3fe2351ee6b9b610e","Aluno","Januária","República",0,2,0,0,0,2,2,0,0,0
"307","26/03/2020 15:29:20","9112234b03431e471f66932511b82ad9","Aluno","Januária","Casa",1,3,2,1,2,15,2,0,2,2
"308","26/03/2020 15:31:33","df8e98621fb54010f525d068784863ef","Aluno","Januária","Apartamento",0,1,0,0,1,1,1,0,0,0
"309","26/03/2020 15:33:42","e0339c40080badbae20ae9577cd08f8e","Aluno","Januária","Pensionato",0,15,8,2,5,3,2,0,0,0
"311","26/03/2020 15:37:01","f9d6a9eb364af251a7535519e8de7e02","Aluno","Januária","Casa",0,2,1,2,2,2,1,0,0,0
"312","26/03/2020 15:39:41","58190e63ae0805183c388d6c73c73689","Aluno","Januária","Casa",0,1,1,0,2,2,1,0,1,1
"313","26/03/2020 15:40:11","2776ab3a60619f23a688282559ff24ff","Aluno","Januária","Casa",0,2,0,2,2,3,2,0,0,0
"315","26/03/2020 15:45:38","a94d99bea9d447e8262b41012ea60145","Aluno","Januária","Casa",0,2,1,0,2,2,1,0,0,1
"316","26/03/2020 15:47:21","2368ee142a59a2cbbe4c893ed159e00d","Aluno","Januária","Casa",0,4,0,0,3,3,3,0,0,2
"319","26/03/2020 15:50:07","64651e552c30450be8b752fca197430a","Aluno","Teófilo Otoni","Casa",0,2,2,0,0,3,2,1,0,1
"320","26/03/2020 15:52:12","e802bbc5741ed2a33f6271859475bd6b","Aluno","Januária","República",0,12,0,0,0,8,11,1,0,11
"321","26/03/2020 15:52:37","3e3a084e6cc416bd6696ed0a264353e6","Aluno","Januária","Casa",0,1,2,0,0,2,2,1,0,1
"322","26/03/2020 15:53:35","57305986cab5d8694fa6a51a2e986492","Professor","Januária","Casa",1,3,0,0,0,4,3,2,0,0
"323","26/03/2020 15:56:08","1f786ebfa2810296fbcffaffb698518d","Aluno","Januária","Casa",1,3,0,2,0,5,2,0,0,3
"324","26/03/2020 16:03:10","e5aebeed6a7d0462b9aefc7ea1d241fd","Tecnico administrativo","Januária","Casa",1,2,0,0,1,3,1,0,1,0
"326","26/03/2020 16:06:59","826768ac4db4547ffc51f24365941208","Aluno","Januária","Casa",2,4,2,1,1,3,4,2,1,1
"327","26/03/2020 16:07:01","c84c4528db618564ccf7bdcdd8e4f2fd","Aluno","Januária","Casa",0,1,1,0,0,1,1,1,0,0
"328","26/03/2020 16:08:00","5e7c18bcddc2a16d6a2781d0e0a0864d","Aluno","Januária","República",0,3,0,0,0,3,3,0,0,0
"332","26/03/2020 16:11:36","f5857890dcc5ebbed82488bbae5bb51f","Aluno","Januária","Casa",1,2,0,0,0,2,2,0,0,1
"333","26/03/2020 16:11:59","a88c5469d1b337c5079505d1199257f9","Aluno","Januária","República",0,6,0,0,0,3,6,0,0,0
"334","26/03/2020 16:19:18","6f24c6c9b3580f7a88b3e73587ec64cb","Aluno","Teófilo Otoni","Casa",0,4,1,0,1,3,4,0,2,1
"336","26/03/2020 16:20:31","349c56f7edf3aae79f30a36dc41dcb91","Aluno","Januária","Apartamento",0,3,0,0,0,1,1,0,2,0
"337","26/03/2020 16:27:39","2a234e94dc4bc71879afc6efe228e1e6","Aluno","Januária","Apartamento",0,2,0,0,0,2,2,0,0,0
"338","26/03/2020 16:28:38","2a234e94dc4bc71879afc6efe228e1e6","Aluno","Januária","Apartamento",0,2,0,0,0,2,2,0,0,0
"339","26/03/2020 16:31:16","06ee5f4d6b5b4ca7b0b07eb80c875044","Aluno","Januária","Casa",0,2,2,0,2,2,2,1,1,2
"340","26/03/2020 16:35:05","9ea30b2c5037de4b89eb1dc71fe8ae0b","Aluno","Januária","República",0,4,0,0,0,2,4,0,0,0
"341","26/03/2020 16:35:34","fab6c34c7e0633e7b1dc717ca3a3ef87","Aluno","Januária","Casa",0,3,1,0,0,4,2,0,1,0
"342","26/03/2020 16:37:54","5c8f7057ec2316a61708817d4e130005","Aluno","Januária","Casa",0,2,2,0,1,2,2,0,0,1
"343","26/03/2020 16:39:44","c7bf5f6ed677daffb3395519f87633ae","Aluno","Januária","Casa",0,3,0,1,0,2,1,2,1,0
"344","26/03/2020 16:44:37","c0e34baa8ff4a18403423828052bb636","Aluno","Januária","República",0,6,0,0,0,4,5,0,0,1
"345","26/03/2020 16:46:07","2ff74f4c8d0873b5c2ec1b2cf571559d","Aluno","Januária","Pensionato",0,12,0,0,0,9,10,1,2,1
